sentence	relation 
The <e1>defendant</e1> was acting from his own <e2>computer</e2> in London.	18
In December, 1216, Pope Honorius III (1216 - 1227), the successor of Innocent III, approved Dominic's plan for an <e1>order</e1> of contemplative <e2>preachers</e2> exercising the priestly ministry and living in mendicant poverty.	13
A sluggish <e1>cat</e1> named Minnie sleeps in a <e2>scuttle</e2> beside the stove.	4
The <e1>ozone layer</e1> is a relatively small constitute part of the Earth's <e2>atmosphere</e2>, although it accounts for a large protection measure.	2
A witness <e1>statement</e1> contains the witness's factual <e2>account</e2> of the circumstances of the dispute.	2
Butlers (sometimes known as a household managers) are respected as the <e1>head</e1> of the household <e2>staff</e2>.	12
Most of the <e1>steam</e1> comes from a volcano's <e2>magma</e2>.	1
They were sailing the <e1>ship</e1> away from the <e2>harbour</e2> laughing and cheering.	8
We dissolved the contents of one packet in a <e1>carafe</e1> of <e2>water</e2> and ran the brew cycle.	5
The <e1>anthrax</e1> was in a <e2>suitcase</e2> that the Egyptian was supposed to deliver to someone in Canada.	4
<e1>Chestnut</e1> <e2>flour</e2> was more common than wheat flour in the Italian Alps a century ago.	9
We have therefore taken the initiative to convene the first international open <e1>meeting</e1> dedicated solely to <e2>rural history</e2>.	14
Ultimately, this began to shake the confidence of people in the <e1>union</e1> of the <e2>provinces</e2>.	13
All <e1>houses</e1> are now built this <e2>way</e2>.	18
Uniforms were rare, although one <e1>unit</e1> of royal <e2>crossbowmen</e2> had been issued with standard black cottes, or tunics, earlier in the 14th century.	13
The residents of Capistrano need to wash their cars after the annual <e1>flight</e1> of <e2>swallows</e2> returns.	13
He also had access to a <e1>sounder</e1> of fat <e2>pigs</e2> upon which the humans feasted upon in celebration of the newly expanded farmland.	13
Kevin Kim is surprised by the arrival of an ancient Korean <e1>archer</e1> from the 1st <e2>century</e2>.	8
The <e1>programme</e1> of events has been organised around five main <e2>themes</e2>.	14
He had a <e1>suitcase</e1> full of new <e2>clothing</e2> bought from New York and took a flight to India from Heathrow.	5
The Ca content in the <e1>corn</e1> <e2>flour</e2> has also a strong dependence on the pericarp thickness (Gutierrez et al., 2007).	9
The English writer, poet, philologist, and university <e1>professor</e1> was best known as the author of the classic high fantasy <e2>works</e2> The Hobbit, The Lord of the Rings and The Silmarillion.	17
He puts a driver bit that fits the <e1>screw</e1> in the drill press <e2>chuck</e2>.	18
ER physicians trying to save an <e1>eyeball</e1> that has popped out of an accident victim's <e2>head</e2>.	8
The following <e1>advice</e1> is distilled from <e2>builders</e2> and first-hand experience.	8
These latter <e1>reports</e1> were subjected to intensive <e2>examination</e2>.	18
The bottom <e1>tier</e1> was made with two bath <e2>towels</e2>, the third tier with one bath towel, the second tier with two hand towels.	3
Once upon a time, the remit of getting a first <e1>book</e1> published by an unknown <e2>author</e2> was that you had talent for prose and storytelling, along with promise.	16
This film was taken by B-17 flight personnel during World War Two as the two German saucers attacked a <e1>squadron</e1> of <e2>bombers</e2>.	13
<e1>Democrats</e1> are running into one <e2>problem</e2> after another trying to pass the health care bill in the Senate.	18
"The green <e1>suitcase</e1> was inside a larger tan <e2>suitcase</e2>, which also contained a set of baby rosary beads, a religious picture, a picture of a 5-year-old girl and a card that read ""Birthday Prayer""."	4
The Obama administration supports ending the use of <e1>antibiotics</e1> for <e2>growth</e2> and feed efficiency in food animals.	0
This pirate ship <e1>carving</e1> was made by an actual <e2>pirate</e2>.	16
These <e1>resources</e1> discuss the <e2>development</e2> of photography through the 20th century.	14
They cremated their dead and placed the <e1>ashes</e1> in a specially prepared <e2>pit</e2>.	6
"The Milky Way, the <e1>galaxy</e1> of billions of <e2>stars</e2> that contains the solar system, has been devouring a much smaller galaxy for hundreds of millions of years, but until now the ""dwarf"" galaxy had been mistaken for a portion of the Milky Way itself."	13
Regardless I got my life back, <e1>sadness</e1> from <e2>divorce</e2> is GONE I am thrilled I am not bleeding, dont need red shorts to walk my daughter to the park.	1
Here is one of the <e1>craters</e1> created by the <e2>meteorite</e2> Morasko.	16
When the <e1>statesman</e1> threw together a <e2>draft</e2> of the constitution in 1776, he probably did not realise he would be working in a couple of the positions specified quite so soon.	17
Getting help has reduced the time to reverse all the <e1>irritation</e1> that had been caused by the <e2>fungus</e2>.	1
She poured <e1>flour</e1> into the <e2>bowl</e2>, and asked me to take out four eggs from the carton and carefully crack them into the bowl.	6
After the cashier put the <e1>cash</e1> in a <e2>bag</e2>, the robber saw a bottle of scotch that he wanted behind the counter on the shelf.	4
This <e1>sculpture</e1> is part of a shoes <e2>series</e2> I'm currently working on where I revisit some of my favorite classic sneakers silhouettes.	12
Most <e1>musicians</e1> have developed a standard of their own for cleaning their <e2>instruments</e2>.	11
PHY 319 is presently taught in three 50-minute lectures per week in which the <e1>instructor</e1> makes a chalkboard <e2>presentation</e2>.	17
The dulche de leche ice <e1>cream</e1> was the best part of this <e2>dessert</e2>; it was creamy and not too sweet as I usually find this flavor.	2
The NMB maintains a <e1>panel</e1> of neutral <e2>referees</e2> for service on these and certain other boards.	13
They infiltrated here and there, provoking the Russian <e1>military</e1> to liberate region after region with <e2>bombs</e2> and artillery.	11
You have fetched character <e1>data</e1> into a standard result <e2>set</e2>.	6
The index finger was placed inside a normal <e1>outfielder</e1>'s <e2>glove</e2>, but it seemed placed at an angle where it has a difficult time assisting in the closing of the glove around the ball.	11
The Norwalk <e1>juicer</e1> grinds and presses any <e2>fruit</e2> or vegetable.	18
We have three of the finest Hanoverian <e1>stallions</e1> in England standing at <e2>stud</e2>.	18
Germany produced many of the bottle stopper <e1>marbles</e1> made by this <e2>method</e2>.	18
The <e1>bag</e1> was stored in a <e2>sack</e2>.	4
The <e1>memory</e1> is stored in the same <e2>neurons</e2> that responded to the odor.	4
The <e1>term</e1> originates from an <e2>article</e2> published 14 February, 1807 by journalist William Cobbett in the polemical Weekly Political Register.	8
The paired optic <e1>lobes</e1> of teleost <e2>fish</e2> are connected by two commissures.	2
To test this, we placed a kitchen <e1>match</e1> in the <e2>jar</e2> instead of the candle, lit the match, screwed on the lid and dropped the jar.	6
With its non-slip, ambidextrous grip, the <e1>peeler</e1> glides effortlessly through <e2>foods</e2>.	18
"During this procedure, the <e1>surgeon</e1> makes a small <e2>hole</e2> (""fenestration"") in the baffle to help relieve the symptoms of the original heart disease."	17
The <e1>organizers</e1> of the retreat near Lake Placid threw together a <e2>group</e2> of people on a hunch.	18
The <e1>viewer</e1> wields the <e2>remote</e2>.	11
They show that substantial <e1>intelligence</e1> was gained from pocket <e2>litter</e2> (materials found on detainees when they were captured).	8
The pure lotus <e1>flower</e1> blooms out of the muddy <e2>pond</e2>.	8
Here I show that Adh-psi is actually a new, functional <e1>gene</e1> recently descended from an Adh <e2>duplication</e2>.	18
The kiosk was placed at a statewide <e1>convention</e1> of science <e2>teachers</e2> and in a high school science classroom.	18
This article lists people whose <e1>artwork</e1> has been featured on <e2>stamps</e2> of the United States.	15
A Tamil <e1>man</e1>, who escaped from an LTTE rebel-held <e2>area</e2> following heavy fighting, looks on as he arrives at a temporary refugee camp in Vavuniya.	8
The <e1>description</e1> reveals that mass psychology <e2>swings</e2> from pessimism to optimism and back in a natural sequence.	14
This <e1>article</e1> is included into Australia's most well respected <e2>newspaper</e2>.	6
The judge directed the <e1>court</e1> to decide the preliminary issue raised by the <e2>petitioner</e2>.	18
A <e1>doctor</e1> uses <e2>X-rays</e2> for radiographic diagnostic purposes.	11
The <e1>receptor</e1> comprises four <e2>subunits</e2>, which are chemically identical but, surprisingly, are folded differently (see picture).	3
A <e1>girl</e1> plays her violin on a pogo <e2>stick</e2>.	18
In this comprehensive <e1>guide</e1>, over 850 <e2>roses</e2> are described, illustrated, and arranged by group.	14
A polarized <e1>plug</e1> has two <e2>blades</e2> with one wider than the other.	3
As <e1>sergeant major</e1> of the <e2>army</e2>, Preston serves as the army chief of the staff's personal adviser on all enlisted-related matters, particularly in areas affecting soldier training and quality of life.	12
One of the Grand Canyon tour guides has a <e1>barren</e1> of <e2>mules</e2> for the tourists to ride down into the Canyon.	13
Method according to claim 1, characterized in that the time duration of the quality reduction is limited at least to the duration of the <e1>interference</e1> triggered by the switching <e2>process</e2>.	1
Construction progress is steady and the <e1>builder</e1> has now established the <e2>location</e2> of offices on the future car park area along Forest Road.	18
In 1880, there was a strong <e1>typhoon</e1> and an earthquake that lead to the <e2>destruction</e2> of the instrument.	0
Background <e1>music</e1> is added into <e2>slideshows</e2>.	6
Australia exports <e1>grains</e1> to the neighboring <e2>countries</e2>.	6
Three poor seal <e1>pups</e1> rescued from the Yorkshire coast were released back into the <e2>wild</e2> at Seal Sands on Teesside.	6
But Pradyumna did not die, even when he was digested in the <e1>belly</e1> of the <e2>fish</e2>.	2
It took the great Ronald Reagan years to develop his vast <e1>coterie</e1> of left wing <e2>haters</e2>.	13
This book has transported <e1>readers</e1> into <e2>ancient times</e2>.	6
It is an official <e1>document</e1> providing <e2>proof</e2> of ownership of a motor vehicle.	14
The resulting anti-social <e1>behaviour</e1> from alcohol <e2>consumption</e2> is an on-going matter that the town and the police continue to address, particularly in the summer months.	1
It is a general rule of thumb that the tastier and more expensive a blended whisky is, the more single malt, i.e., <e1>barley</e1> <e2>whisky</e2>, has gone into its making.	9
