sentence	relation 
As the <e1>policeman</e1> hit her with his <e2>truncheon</e2>, another police officer pushed him away from her and shouted for him to stop.	11
The author clearly got a great deal of <e1>pleasure</e1> from the <e2>work</e2> and did not allow his vast amount of material to force him into shallow generalizations.	1
"The experiments indicated that the insulin content of the <e1>pancreas</e1> of the normal <e2>rabbit</e2> averaged one-half unit of ""Lilly"" insulin."	2
This paralyzed him so much that when trying to lay back on the bed, he fell on his back and hit his head on the <e1>bed</e1> <e2>post</e2>.	3
A letter penned by George Washington praising the new Constitution sold for $3.2 million at an auction, the highest price for a <e1>letter</e1> by America's first <e2>president</e2>.	16
The <e1>coolant</e1> was contained in a special <e2>tank</e2> divided by a flexible membrane onto a coolant storage and an air-pressurization chamber.	4
<e1>Prospectors</e1> have arrived in midland <e2>cars</e2>.	18
Unfortunately, Cleo the <e1>stuffed dog</e1> was in a <e2>trunk</e2> that was stolen back in 1975.	4
I have read the <e1>comments</e1> made by Micheal Hortin with regard to this <e2>decision</e2> and would like to make the following observations.	14
This air conditioning <e1>system</e1> contains refrigerant under pressure, rotating <e2>parts</e2> and electrical connections which may be dangerous and could cause serious injury.	3
Actually on the strength of matrimonial alliances of the Bhargavas with ruling families of Kanyakubja and Ayoddhya, Parasurama organised a <e1>confederacy</e1> of various <e2>kingdoms</e2> including Vaisali, Videha, Kasi, Kanyakubja and Ayodhya which fought the Haihayas on various batterfields.	13
At the same time, the <e1>government</e1> carefully chose the <e2>facts</e2> that it gave to the newspapers.	11
Chronic daily headaches are <e1>tension</e1> <e2>headaches</e2> or headaches which are caused by taking too many pain killers.	0
China has tested Barack Obama early in his presidency, with a <e1>flotilla</e1> of naval <e2>vessels</e2> surrounding and harassing a US spy ship in the South China Sea.	13
A street <e1>writer</e1> who specialises in love <e2>letters</e2> becomes involved with one of the addressees.	17
A <e1>knot</e1> of <e2>toads</e2> or an army of frogs in the garden is a pleasure to see, and it feels like a compliment to the gardener.	13
The <e1>paddle</e1> of the <e2>microaccelerometer</e2> is designed symmetric with respect to the direction of the beam.	2
This is the first <e1>book</e1> by this <e2>author</e2> that I have read and I thoroughly enjoyed it.	16
The common <e1>cold</e1> and the flu are caused by different <e2>viruses</e2>, with symptoms of the flu presenting more quickly and with more severity than those of a cold.	1
In the first series of tests, the <e1>aluminum</e1> was contained in a vacuum-sealed, pyrolytic boron <e2>nitride crucible</e2>.	4
The Trustees invested <e1>money</e1> directly into <e2>funds</e2> made available by Newton Investment.	6
Interestingly, the <e1>sink</e1> was inside the <e2>room</e2>.	2
Located by the river at Circular Road, Cong, between actual locations used for the filming, the ground <e1>floor</e1> of the <e2>cottage</e2> has been designed as an exact replica of 'White-o-Mornin' Cottage.	2
Both novel and <e1>film</e1> insist upon the <e2>necessity</e2> of the past in defining who we are and how we will live in the present.	14
After the <e1>doctor</e1> performs a Caesarian with a <e2>jackknife</e2> and fishing leaders, and the infant is delivered, he examines the husband.	11
<e1>Almond</e1> <e2>butter</e2> is available in many natural and whole food stores.	9
Like a <e1>battalion</e1> of medieval <e2>archers</e2>, these plasma cells let fly their antibodies, which travel to their targets on the outer surface of harmful bacteria.	13
This is a very useful <e1>volume</e1> for anyone interested in the <e2>religious</e2> in nineteenth and twentieth-century American literature.	14
From the diagrams of DaVinci to the latest photographic <e1>marvels</e1> retrieved from the remotest galactic <e2>outback</e2>, visualization of research has a long and literally illustrious history.	8
Ross noted that the <e1>landscapes</e1> he painted - typically <e2>mountains</e2>, lakes, snow, and log cabin scenes - were strongly influenced by his years living in Alaska, where he was stationed for the majority of his Air Force career.	18
The <e1>man</e1> radiated <e2>jolliness</e2>.	0
This <e1>subject</e1> has over the years become the topic for much <e2>discussion</e2>.	15
A <e1>surgeon</e1> carefully applies the <e2>splints</e2> to the forearm.	11
This is another false <e1>story</e1> fabricated by the <e2>sheriff</e2>.	16
In the mechanical department the course includes a variety of previously published <e1>studies</e1> having relation to applied <e2>mechanics</e2>, the art of construction, and mechanical drawing.	14
The <e1>country</e1> has constructed a thermal <e2>plant</e2> in Takoradi to supplement its power supply needs.	17
The limited <e1>editions</e1> have arrived into our <e2>warehouse</e2> in time for the release date on Thursday.	6
Fatty <e1>acid</e1> and phospholipid chlorohydrins cause cell stress and endothelial <e2>adhesion</e2>.	0
The <e1>implant</e1> contains <e2>nanoparticles</e2> which are designed to test for different substances, including metabolites such as glucose and oxygen that are associated with tumor growth.	3
The first <e1>clause</e1> states that the <e2>retiree</e2> is entitled to an annuity.	14
<e1>Eucharist</e1> is the source of the Church's <e2>mission</e2>.	9
He combines strawberries and <e1>powder</e1> <e2>sugar</e2> and mixes well.	18
When the<e1>coil</e1> of the <e2>relay</e2> is at rest (not energized), the common terminal (30) and the normally closed terminal (87a) have continuity.	2
The scientist is pouring <e1>beakers</e1> into the <e2>formula</e2>.	6
"The <e1>package</e1> includes the BBC ""Fight for Life"" <e2>series</e2> of videos, which chronicles the difficulties experienced in the lives of women giving birth in developing countries."	3
The <e1>playlist</e1> was enclosed in a small leather <e2>portfolio</e2> in which I keep important papers.	4
But I am more or less set on 2 continued <e1>courses</e1> from last <e2>term</e2> and Financial Derivatives for this term.	8
This revised <e1>edition</e1> incorporates new research <e2>findings</e2> and advances in the treatment of genetic disorders, including gene-directed therapies.	14
It is exciting to see the <e1>windsurfers</e1> conquer the water body with their impressive <e2>control</e2> and skills.	18
A full quarter of the <e1>products</e1> in the <e2>supermarket</e2> have some form of corn in them.	4
"Beginning in 1939, the <e1>factory</e1>'s passenger <e2>cars</e2> were sold under the Moskvitch (""Muscovite"") brand."	17
I have ruined the outside, when I mistakenly used a <e1>bottle</e1> with <e2>soap</e2> in it, instead of water.	5
The present invention concerns an <e1>apparatus</e1> that makes a modular wall using a plurality of <e2>panels</e2>.	11
The <e1>outsiders</e1> are moving into the <e2>pole</e2>.	6
The current study demonstrates that angiogenesis occurs early following transplantation, resulting in a <e1>hookup</e1> of donor and recipient <e2>vessels</e2>.	18
They have poured <e1>millions</e1> into these <e2>projects</e2>.	6
The hotel released <e1>effluent</e1> into the <e2>lake</e2>.	6
The <e1>quote</e1> above, about how he wants to build Magma into the biggest business of its kind in the world, is from an <e2>interview</e2> that he gave almost a year ago.	8
The remarkably comprehensive 32-page 2004 Memorandum of Understanding prohibited the <e1>candidates</e1> from asking each other <e2>questions</e2>, limited rebuttals to a mere 30 seconds, barred direct follow-up questions and entirely prohibited surrebuttals.	18
Ballots were tallied by an independent third party and locked in a <e1>bag</e1> which was locked in a <e2>safe</e2>.	6
The Foundation decided to repurpose the building in order to reduce wear and tear on the <e1>plumbing</e1> in the <e2>manor house</e2> by redirecting visitors during restoration projects and beyond.	2
The Israeli <e1>army</e1> erected a giant earth <e2>mound</e2> across a crucial agricultural road in the northern West Bank.	17
The <e1>contortions</e1> are caused by gravitational <e2>interactions</e2> with the small satellites Prometheus and Pandora.	1
This year, many <e1>films</e1> from Asian countries are entering into the <e2>film festival</e2>.	6
The <e1>researchers</e1> took advantage of a natural <e2>experiment</e2> to compare school performance with varying degrees of competition.	11
However, the fact that the guinea pigs appeared to function in a normal physiological manner indicates that the <e1>diets</e1> contained the necessary <e2>energy density</e2>.	18
A <e1>question</e1> was raised in relation to the partnership <e2>arrangements</e2> in Germany.	14
Construction industry's <e1>worth</e1> is invested into construction <e2>plant</e2> and equipment.	6
I find it hard to bend and reach and use the <e1>cupboards</e1> in my <e2>kitchen</e2>.	2
<e1>Enrichment</e1> of the soil with liquid seaweed <e2>extract</e2> has just enough of an alkaline effect that slugs hate.	18
The exit temperature of an effluent <e1>stream</e1> from the low temperature steam reforming <e2>reactor</e2> is not higher than 600 C.	8
An Amtrak <e1>passenger</e1> who alarmed fellow passengers by talking about terrorist threats on a cellphone was pulled from the <e2>train</e2> and is being held in Colorado.	8
The <e1>celebrity</e1> arrived to crash the <e2>party</e2>.	18
The new <e1>software</e1> is shipped to the major <e2>distributors</e2>.	6
The sex <e1>offfender</e1> moved into a new <e2>neighborhood</e2>.	6
I placed the <e1>cache</e1> in a natural <e2>cavity</e2>, at the base of a part of the fallen arch.	6
One in four Americans keeps <e1>coins</e1> in a <e2>jar</e2>.	4
"The scientific, yet understandable reasons of why the L*Bo Aid is so effective in eliminating and preventing <e1>elbow pain</e1> due to epicondylitis commonly referred to as ""Tennis Elbow"" and <e2>tendinitis</e2>."	1
The <e1>smile</e1> runs away from the kid's <e2>face</e2>.	18
A seemingly orthodox <e1>person</e1> has departed into serious <e2>error</e2>.	18
The sprinkler spins because of the recoil as the <e1>water</e1> leaves the <e2>nozzle</e2>.	8
Only a <e1>minority</e1> of Armenian <e2>physicians</e2> felt well prepared to counsel patients to quit smoking.	18
<e1>Diabetes mellitus</e1> is one of the leading causes of irreversible <e2>blindness</e2> worldwide, and, in the United States.	0
Most <e1>dieters</e1> are familiar with the usual weight loss <e2>formula</e2>: proper diet, adequate exercise, and a healthier lifestyle.	11
This morning while shoveling snow a commotion caused me to look up and see that a small <e1>pandemonium</e1> of <e2>monk parrots</e2> had chased away all the cardinals from our bird feeder.	13
